Quality,RuleText
-0.134409219,(HGB >= 10.8500004) & (LYMPHO >= 5.25) & (AGE < 7.5) & LYMPHO < 13.25
0.154297203,PLT < 198500 & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 13.25
-0.150140151,(AGE < 6.5) & (TEMPI < 35.4500008) & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.109242,LYMPHO >= 37.75 & PLT < 138500 & AGE >= 8.5 & (LYMPHO >= 13.25)
0.0266259816,LYMPHO < 4.25 & SEX >= 0.5 & LYMPHO < 5.25 & (AGE < 7.5) & LYMPHO < 13.25
0.112409234,(LYMPHO >= 4.25) & SEX >= 0.5 & LYMPHO < 5.25 & (AGE < 7.5) & LYMPHO < 13.25
0.0439326838,LYMPHO < 10.9499998 & HGB < 10.8500004 & (LYMPHO >= 5.25) & (AGE < 7.5) & LYMPHO < 13.25
-0.101627246,(LYMPHO >= 10.9499998) & HGB < 10.8500004 & (LYMPHO >= 5.25) & (AGE < 7.5) & LYMPHO < 13.25
-0.0348703898,(DBP >= 2.5) & (LYMPHO >= 11.6499996) & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
0.0802986398,(HGB < 10.3999996) & AGE >= 6.5 & (TEMPI < 35.4500008) & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.0152024152,HGB >= 10.3999996 & AGE >= 6.5 & (TEMPI < 35.4500008) & (AGE < 8.5) & (LYMPHO >= 13.25)
0.0273022745,LYMPHO < 15 & PLT < 148500 & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.0173752252,(DBP >= 2.5) & (LYMPHO < 37.75) & PLT < 138500 & AGE >= 8.5 & (LYMPHO >= 13.25)
-0.0645242035,HGB < 9.25 & HGB < 10.0500002 & (PLT >= 138500) & AGE >= 8.5 & (LYMPHO >= 13.25)
0.0200410075,(TEMPI >= 37.8499985) & (HGB >= 10.0500002) & (PLT >= 138500) & AGE >= 8.5 & (LYMPHO >= 13.25)
-0.117584601,DM < 0.5 & SBP < 2.5 & (PLT >= 198500) & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 13.25
0.019643819,(DM >= 0.5) & SBP < 2.5 & (PLT >= 198500) & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 13.25
-0.0607713759,TEMPI < 36.5999985 & (SBP >= 2.5) & (PLT >= 198500) & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 13.25
0.115211263,(TEMPI >= 36.5999985) & (SBP >= 2.5) & (PLT >= 198500) & LYMPHO < 8.75 & AGE >= 7.5 & LYMPHO < 13.25
-0.0209468212,LYMPHO < 10.3999996 & PLT < 154000 & LYMPHO < 11.6499996 & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
0.0657287166,(LYMPHO >= 10.3999996) & PLT < 154000 & LYMPHO < 11.6499996 & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
-0.125661761,PLT < 356000 & (PLT >= 154000) & LYMPHO < 11.6499996 & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
0.0447498076,(PLT >= 356000) & (PLT >= 154000) & LYMPHO < 11.6499996 & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
0.120572738,HGB < 12.5500002 & DBP < 2.5 & (LYMPHO >= 11.6499996) & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
-0.00516492454,(HGB >= 12.5500002) & DBP < 2.5 & (LYMPHO >= 11.6499996) & (LYMPHO >= 8.75) & AGE >= 7.5 & LYMPHO < 13.25
-0.160871804,(AGE < 7.5) & (LYMPHO >= 15) & PLT < 148500 & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.0917739272,AGE >= 7.5 & (LYMPHO >= 15) & PLT < 148500 & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.0111762201,PLT < 162500 & LYMPHO < 16.25 & (PLT >= 148500) & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.14905487,(PLT >= 162500) & LYMPHO < 16.25 & (PLT >= 148500) & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.0840004683,HGB < 8.10000038 & (LYMPHO >= 16.25) & (PLT >= 148500) & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
-0.180220783,(HGB >= 8.10000038) & (LYMPHO >= 16.25) & (PLT >= 148500) & TEMPI >= 35.4500008 & (AGE < 8.5) & (LYMPHO >= 13.25)
0.126514181,(LYMPHO < 24.1500015) & DBP < 2.5 & (LYMPHO < 37.75) & PLT < 138500 & AGE >= 8.5 & (LYMPHO >= 13.25)
0.0395721756,LYMPHO >= 24.1500015 & DBP < 2.5 & (LYMPHO < 37.75) & PLT < 138500 & AGE >= 8.5 & (LYMPHO >= 13.25)
0.110429488,PLT < 210500 & (HGB >= 9.25) & HGB < 10.0500002 & (PLT >= 138500) & AGE >= 8.5 & (LYMPHO >= 13.25)
0.00253300997,(PLT >= 210500) & (HGB >= 9.25) & HGB < 10.0500002 & (PLT >= 138500) & AGE >= 8.5 & (LYMPHO >= 13.25)
-0.0343358666,LYMPHO < 14.0500002 & TEMPI < 37.8499985 & (HGB >= 10.0500002) & (PLT >= 138500) & AGE >= 8.5 & (LYMPHO >= 13.25)
-0.137865886,(LYMPHO >= 14.0500002) & TEMPI < 37.8499985 & (HGB >= 10.0500002) & (PLT >= 138500) & AGE >= 8.5 & (LYMPHO >= 13.25)
-0.0453964174,(WBC < 5855) & ACC >= 0.5 & (LYMPHO >= 11.3500004)
0.139918432,WBC >= 5855 & ACC >= 0.5 & (LYMPHO >= 11.3500004)
0.0300460737,BMI < 2.5 & (DEMEN >= 0.5) & LYMPHO < 8.75 & LYMPHO < 11.3500004
0.15356046,(BMI >= 2.5) & (DEMEN >= 0.5) & LYMPHO < 8.75 & LYMPHO < 11.3500004
0.02348244,HCT < 30.8500004 & WBC < 7840 & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
0.0999172553,HCT < 29.3500004 & WBC < 11380 & DEMEN < 0.5 & LYMPHO < 8.75 & LYMPHO < 11.3500004
0.12949793,PLT < 193500 & (WBC >= 11380) & DEMEN < 0.5 & LYMPHO < 8.75 & LYMPHO < 11.3500004
-0.151754171,(PLT >= 146000) & (HCT >= 30.8500004) & WBC < 7840 & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
0.145099029,(HGB >= 11.6000004) & HCT < 37 & (WBC >= 7840) & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
0.0345481299,(BMI < 2.5) & (HCT >= 37) & (WBC >= 7840) & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
-0.100513875,BMI >= 2.5 & (HCT >= 37) & (WBC >= 7840) & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
0.046911981,(HCT >= 46.9500008) & PLT < 121500 & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.118835583,(LYMPHO >= 34.0499992) & HCT < 30.7999992 & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
0.0245444439,(BMI < 1.5) & (HCT >= 29.3500004) & WBC < 11380 & DEMEN < 0.5 & LYMPHO < 8.75 & LYMPHO < 11.3500004
-0.098112911,BMI >= 1.5 & (HCT >= 29.3500004) & WBC < 11380 & DEMEN < 0.5 & LYMPHO < 8.75 & LYMPHO < 11.3500004
-0.0239913557,DM < 0.5 & (PLT >= 193500) & (WBC >= 11380) & DEMEN < 0.5 & LYMPHO < 8.75 & LYMPHO < 11.3500004
0.098747611,(DM >= 0.5) & (PLT >= 193500) & (WBC >= 11380) & DEMEN < 0.5 & LYMPHO < 8.75 & LYMPHO < 11.3500004
-0.0875507221,PLT < 128000 & PLT < 146000 & (HCT >= 30.8500004) & WBC < 7840 & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
0.0347787626,(PLT >= 128000) & PLT < 146000 & (HCT >= 30.8500004) & WBC < 7840 & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
0.0274092611,LYMPHO < 9.94999981 & HGB < 11.6000004 & HCT < 37 & (WBC >= 7840) & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
-0.0985919237,(LYMPHO >= 9.94999981) & HGB < 11.6000004 & HCT < 37 & (WBC >= 7840) & (LYMPHO >= 8.75) & LYMPHO < 11.3500004
-0.0263203476,HCT < 32.5999985 & HCT < 46.9500008 & PLT < 121500 & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.117589571,(HCT >= 32.5999985) & HCT < 46.9500008 & PLT < 121500 & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.0135288108,LYMPHO < 21.5499992 & HGB < 10.0500002 & (PLT >= 121500) & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.144200012,(LYMPHO >= 21.5499992) & HGB < 10.0500002 & (PLT >= 121500) & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.164993808,(WBC < 18905) & (HGB >= 10.0500002) & (PLT >= 121500) & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.0475691184,WBC >= 18905 & (HGB >= 10.0500002) & (PLT >= 121500) & (DEMEN < 0.5) & (ACC < 0.5) & (LYMPHO >= 11.3500004)
0.137224808,BMI < 8.00000095 & LYMPHO < 34.0499992 & HCT < 30.7999992 & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.00801797118,(BMI >= 8.00000095) & LYMPHO < 34.0499992 & HCT < 30.7999992 & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.0200540889,WBC < 6470 & (BMI < 1.5) & (HCT >= 30.7999992) & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.116398707,(WBC >= 6470) & (BMI < 1.5) & (HCT >= 30.7999992) & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
0.0244631842,LYMPHO < 14 & BMI >= 1.5 & (HCT >= 30.7999992) & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.155631512,(LYMPHO >= 14) & BMI >= 1.5 & (HCT >= 30.7999992) & DEMEN >= 0.5 & (ACC < 0.5) & (LYMPHO >= 11.3500004)
-0.0185867436,(WBC < 6245) & ACC >= 0.5 & (AGE < 8.5)
0.132498249,WBC >= 6245 & ACC >= 0.5 & (AGE < 8.5)
0.155255616,PLT < 153500 & WBC >= 5510 & PLT < 170500 & AGE >= 8.5
-0.0878282189,(AGE < 6.5) & (TEMPI >= 39.9500008) & (SOB < 0.5) & (ACC < 0.5) & (AGE < 8.5)
0.0764223635,AGE >= 6.5 & (TEMPI >= 39.9500008) & (SOB < 0.5) & (ACC < 0.5) & (AGE < 8.5)
0.0226929169,WBC < 3170 & HGB < 10.8500004 & (WBC < 5510) & PLT < 170500 & AGE >= 8.5
0.0983197689,(WBC >= 3170) & HGB < 10.8500004 & (WBC < 5510) & PLT < 170500 & AGE >= 8.5
0.0655973926,(HRI >= 103.5) & (HGB >= 10.8500004) & (WBC < 5510) & PLT < 170500 & AGE >= 8.5
-0.000875542231,HRI < 93.5 & (PLT >= 153500) & WBC >= 5510 & PLT < 170500 & AGE >= 8.5
0.109851979,(HRI >= 93.5) & (PLT >= 153500) & WBC >= 5510 & PLT < 170500 & AGE >= 8.5
-0.140843838,(TEMPI < 37.0499992) & (HGB >= 11.1499996) & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
0.137404367,(WBC >= 7470) & (PLT < 271000) & (SOB >= 0.5) & (PLT >= 170500) & AGE >= 8.5
-0.117316596,DM < 0.5 & PLT >= 271000 & (SOB >= 0.5) & (PLT >= 170500) & AGE >= 8.5
-0.00520792045,(DM >= 0.5) & PLT >= 271000 & (SOB >= 0.5) & (PLT >= 170500) & AGE >= 8.5
-0.103422545,HGB < 7.45499992 & HGB < 8.25 & TEMPI < 39.9500008 & (SOB < 0.5) & (ACC < 0.5) & (AGE < 8.5)
0.022077363,(HGB >= 7.45499992) & HGB < 8.25 & TEMPI < 39.9500008 & (SOB < 0.5) & (ACC < 0.5) & (AGE < 8.5)
-0.156562015,(AGE < 7.5) & (HGB >= 8.25) & TEMPI < 39.9500008 & (SOB < 0.5) & (ACC < 0.5) & (AGE < 8.5)
-0.133261189,AGE >= 7.5 & (HGB >= 8.25) & TEMPI < 39.9500008 & (SOB < 0.5) & (ACC < 0.5) & (AGE < 8.5)
0.0685963035,PLT < 105000 & DM < 0.5 & PLT < 149500 & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
-0.100219384,(PLT >= 105000) & DM < 0.5 & PLT < 149500 & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
-0.0367871895,WBC < 3720 & (DM >= 0.5) & PLT < 149500 & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
0.112897061,(WBC >= 3720) & (DM >= 0.5) & PLT < 149500 & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
-0.0255689658,HGB < 10.4499998 & (WBC < 9100) & (PLT >= 149500) & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
-0.140625432,(HGB >= 10.4499998) & (WBC < 9100) & (PLT >= 149500) & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
-0.0928569734,TEMPI < 37.25 & WBC >= 9100 & (PLT >= 149500) & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
0.0455589704,(TEMPI >= 37.25) & WBC >= 9100 & (PLT >= 149500) & SOB >= 0.5 & (ACC < 0.5) & (AGE < 8.5)
-0.0998560116,DM < 0.5 & HRI < 103.5 & (HGB >= 10.8500004) & (WBC < 5510) & PLT < 170500 & AGE >= 8.5
-0.00733211963,(DM >= 0.5) & HRI < 103.5 & (HGB >= 10.8500004) & (WBC < 5510) & PLT < 170500 & AGE >= 8.5
0.000310131058,PLT < 210500 & WBC < 6930 & HGB < 11.1499996 & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
-0.0982614756,(PLT >= 210500) & WBC < 6930 & HGB < 11.1499996 & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
-0.0252481606,PLT < 300500 & (WBC >= 6930) & HGB < 11.1499996 & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
0.0841019079,(PLT >= 300500) & (WBC >= 6930) & HGB < 11.1499996 & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
-0.077251181,(PLT < 247500) & TEMPI >= 37.0499992 & (HGB >= 11.1499996) & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
0.0564716943,PLT >= 247500 & TEMPI >= 37.0499992 & (HGB >= 11.1499996) & SOB < 0.5 & (PLT >= 170500) & AGE >= 8.5
0.0533700176,WBC < 5730 & WBC < 7470 & (PLT < 271000) & (SOB >= 0.5) & (PLT >= 170500) & AGE >= 8.5
-0.0942592099,(WBC >= 5730) & WBC < 7470 & (PLT < 271000) & (SOB >= 0.5) & (PLT >= 170500) & AGE >= 8.5
-0.12958996,(HCT >= 35.0999985) & SOB < 0.5 & PLT < 99500 & (AGE < 7.5)
-0.00448552705,(AGE < 6.5) & (SOB >= 0.5) & PLT < 99500 & (AGE < 7.5)
0.111938708,AGE >= 6.5 & (SOB >= 0.5) & PLT < 99500 & (AGE < 7.5)
-0.132755592,(AGE < 6.5) & WBC >= 12410 & (PLT >= 99500) & (AGE < 7.5)
0.118069403,WBC >= 6080 & PLT < 191500 & (SOB >= 0.5) & AGE >= 7.5
-0.0991030112,PLT < 77000 & HCT < 35.0999985 & SOB < 0.5 & PLT < 99500 & (AGE < 7.5)
0.0549987368,(PLT >= 77000) & HCT < 35.0999985 & SOB < 0.5 & PLT < 99500 & (AGE < 7.5)
-0.0869066045,(SEX < 0.5) & HCT < 26.2000008 & (WBC < 12410) & (PLT >= 99500) & (AGE < 7.5)
0.0272785667,SEX >= 0.5 & HCT < 26.2000008 & (WBC < 12410) & (PLT >= 99500) & (AGE < 7.5)
-0.147800162,(SOB < 0.5) & (HCT >= 26.2000008) & (WBC < 12410) & (PLT >= 99500) & (AGE < 7.5)
0.0882383958,(SOB >= 0.5) & AGE >= 6.5 & WBC >= 12410 & (PLT >= 99500) & (AGE < 7.5)
0.0285472628,HCT < 33.5 & BMI < 3.5 & WBC >= 11240 & SOB < 0.5 & AGE >= 7.5
-0.0921603069,(HCT >= 33.5) & BMI < 3.5 & WBC >= 11240 & SOB < 0.5 & AGE >= 7.5
0.0362839662,HCT < 38.0999985 & (BMI >= 3.5) & WBC >= 11240 & SOB < 0.5 & AGE >= 7.5
0.115347184,(HCT >= 38.0999985) & (BMI >= 3.5) & WBC >= 11240 & SOB < 0.5 & AGE >= 7.5
-0.139335468,HTN < 0.5 & SOB >= 0.5 & (HCT >= 26.2000008) & (WBC < 12410) & (PLT >= 99500) & (AGE < 7.5)
-0.0857207626,(HTN >= 0.5) & SOB >= 0.5 & (HCT >= 26.2000008) & (WBC < 12410) & (PLT >= 99500) & (AGE < 7.5)
-0.0454991274,BMI < 3.5 & SOB < 0.5 & AGE >= 6.5 & WBC >= 12410 & (PLT >= 99500) & (AGE < 7.5)
0.00164754153,(BMI >= 3.5) & SOB < 0.5 & AGE >= 6.5 & WBC >= 12410 & (PLT >= 99500) & (AGE < 7.5)
-0.0811114758,WBC < 5445 & HCT < 29.75 & (AGE < 8.5) & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
0.023808958,(WBC >= 5445) & HCT < 29.75 & (AGE < 8.5) & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
-0.132352635,DBP < 3.5 & (HCT >= 29.75) & (AGE < 8.5) & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
-0.0768562853,(DBP >= 3.5) & (HCT >= 29.75) & (AGE < 8.5) & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
-0.0335163809,(SEX < 0.5) & PLT < 158500 & AGE >= 8.5 & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
0.0703766271,SEX >= 0.5 & PLT < 158500 & AGE >= 8.5 & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
-0.0343321972,HCT < 33.8499985 & (PLT >= 158500) & AGE >= 8.5 & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
-0.10874708,(HCT >= 33.8499985) & (PLT >= 158500) & AGE >= 8.5 & (WBC < 11240) & SOB < 0.5 & AGE >= 7.5
0.0368688703,PLT < 129000 & DM < 0.5 & (WBC < 6080) & PLT < 191500 & (SOB >= 0.5) & AGE >= 7.5
-0.0752959475,(PLT >= 129000) & DM < 0.5 & (WBC < 6080) & PLT < 191500 & (SOB >= 0.5) & AGE >= 7.5
0.124626897,(BMI < 2.5) & (DM >= 0.5) & (WBC < 6080) & PLT < 191500 & (SOB >= 0.5) & AGE >= 7.5
0.0209989846,BMI >= 2.5 & (DM >= 0.5) & (WBC < 6080) & PLT < 191500 & (SOB >= 0.5) & AGE >= 7.5
0.122056507,DM < 0.5 & PLT < 282500 & HCT < 33.75 & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
-0.00476851407,(DM >= 0.5) & PLT < 282500 & HCT < 33.75 & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
0.0272644144,(BMI < 1.5) & (PLT >= 282500) & HCT < 33.75 & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
-0.105739452,BMI >= 1.5 & (PLT >= 282500) & HCT < 33.75 & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
-0.12947844,(HCT < 43.7999992) & BMI < 4.5 & (HCT >= 33.75) & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
0.0340731293,HCT >= 43.7999992 & BMI < 4.5 & (HCT >= 33.75) & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
0.0422074907,(DBP < 2.5) & (BMI >= 4.5) & (HCT >= 33.75) & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
-0.059531074,DBP >= 2.5 & (BMI >= 4.5) & (HCT >= 33.75) & (PLT >= 191500) & (SOB >= 0.5) & AGE >= 7.5
-0.0208395477,(TEMPI >= 38.2999992) & PLT < 173500 & LYMPHO < 8.55000019 & LYMPHO < 15.1499996
-0.0535660349,(DBP >= 2.5) & PLT < 126500 & (LYMPHO >= 8.55000019) & LYMPHO < 15.1499996
0.0101986406,LYMPHO < 40.2999992 & (TEMPI < 35.4500008) & (DEMEN < 0.5) & (LYMPHO >= 15.1499996)
0.109009102,LYMPHO < 7.5 & TEMPI < 38.2999992 & PLT < 173500 & LYMPHO < 8.55000019 & LYMPHO < 15.1499996
0.0184070636,(LYMPHO >= 7.5) & TEMPI < 38.2999992 & PLT < 173500 & LYMPHO < 8.55000019 & LYMPHO < 15.1499996
0.0526296683,(DEMEN >= 0.5) & DM < 0.5 & (PLT >= 173500) & LYMPHO < 8.55000019 & LYMPHO < 15.1499996
0.135978073,(DBP >= 2.5) & (DM >= 0.5) & (PLT >= 173500) & LYMPHO < 8.55000019 & LYMPHO < 15.1499996
0.0024365678,TEMPI < 36.6500015 & DBP < 2.5 & PLT < 126500 & (LYMPHO >= 8.55000019) & LYMPHO < 15.1499996
0.0918304101,(SBP >= 4.5) & (DM >= 0.5) & (PLT >= 126500) & (LYMPHO >= 8.55000019) & LYMPHO < 15.1499996
-0.0700872913,(DM < 0.5) & (LYMPHO >= 40.2999992) & (TEMPI < 35.4500008) & (DEMEN < 0.5) & (LYMPHO >= 15.1499996)
0.0018137627,DM >= 0.5 & (LYMPHO >= 40.2999992) & (TEMPI < 35.4500008) & (DEMEN < 0.5) & (LYMPHO >= 15.1499996)
-0.141635165,(LYMPHO >= 20.4500008) & (PLT >= 136500) & TEMPI >= 35.4500008 & (DEMEN < 0.5) & (LYMPHO >= 15.1499996)
0.0411068909,DBP < 1.5 & LYMPHO < 17.6499996 & (TEMPI < 37.0499992) & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
-0.0405066423,(DBP >= 1.5) & LYMPHO < 17.6499996 & (TEMPI < 37.0499992) & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
-0.0137957977,HRI >= 97.5 & (LYMPHO >= 17.6499996) & (TEMPI < 37.0499992) & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
0.139511853,DBP < 1.5 & TEMPI < 37.3499985 & TEMPI >= 37.0499992 & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
0.00101463438,(DBP >= 1.5) & TEMPI < 37.3499985 & TEMPI >= 37.0499992 & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
0.00893775839,(LYMPHO < 22.75) & (TEMPI >= 37.3499985) & TEMPI >= 37.0499992 & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
-0.0785990581,LYMPHO >= 22.75 & (TEMPI >= 37.3499985) & TEMPI >= 37.0499992 & DEMEN >= 0.5 & (LYMPHO >= 15.1499996)
