Quality,RuleText
-0.105552852,(HRI >= 82.5) & DBP < 3.5 & (DM >= 0.5) & HRI < 104.5 & SOB >= 0.5 & (DEMEN < 0.5)
-0.0336860754,HRI < 108.5 & DM < 0.5 & (SEX < 0.5) & (HRI >= 104.5) & SOB >= 0.5 & (DEMEN < 0.5)
-0.122427359,(HRI >= 108.5) & DM < 0.5 & (SEX < 0.5) & (HRI >= 104.5) & SOB >= 0.5 & (DEMEN < 0.5)
0.0269067623,(HRI < 112.5) & (DM >= 0.5) & (SEX < 0.5) & (HRI >= 104.5) & SOB >= 0.5 & (DEMEN < 0.5)
-0.0323907025,HRI >= 112.5 & (DM >= 0.5) & (SEX < 0.5) & (HRI >= 104.5) & SOB >= 0.5 & (DEMEN < 0.5)
-0.038538374,DM < 0.5 & DBP >= 1.5 & SEX >= 0.5 & (HRI >= 104.5) & SOB >= 0.5 & (DEMEN < 0.5)
0.0383980572,(DM >= 0.5) & DBP >= 1.5 & SEX >= 0.5 & (HRI >= 104.5) & SOB >= 0.5 & (DEMEN < 0.5)
0.0483702868,(SEX < 0.5) & DBP < 2.5 & HRI < 77.5 & HRI >= 70.5 & SOB < 0.5 & DEMEN >= 0.5
0.004103716,SEX >= 0.5 & DBP < 2.5 & HRI < 77.5 & HRI >= 70.5 & SOB < 0.5 & DEMEN >= 0.5
0.0184666589,HRI < 90.5 & SEX >= 0.5 & (HRI >= 77.5) & HRI >= 70.5 & SOB < 0.5 & DEMEN >= 0.5
-0.0555625223,(HRI >= 90.5) & SEX >= 0.5 & (HRI >= 77.5) & HRI >= 70.5 & SOB < 0.5 & DEMEN >= 0.5
-0.16107963,(HRI < 132.5) & (HTN < 0.5)
-0.115638889,(SBP < 1.5) & HRI >= 132.5 & (HTN < 0.5)
-0.00244378299,SBP >= 1.5 & HRI >= 132.5 & (HTN < 0.5)
0.101633035,BMI < 4.00000095 & HRI >= 119.5 & (BMI < 2.5) & HTN >= 0.5
-0.0371074229,(BMI >= 4.00000095) & HRI >= 119.5 & (BMI < 2.5) & HTN >= 0.5
-0.0765128061,DBP < 1.5 & HRI < 61.5 & BMI >= 2.5 & HTN >= 0.5
0.0156945325,(DBP >= 1.5) & HRI < 61.5 & BMI >= 2.5 & HTN >= 0.5
-0.140112668,(HRI < 128.5) & (HRI >= 61.5) & BMI >= 2.5 & HTN >= 0.5
-0.012424388,HRI >= 128.5 & (HRI >= 61.5) & BMI >= 2.5 & HTN >= 0.5
0.0584771708,DBP >= 2.5 & (HRI < 64.5) & (HRI < 119.5) & (BMI < 2.5) & HTN >= 0.5
-0.113025464,SBP >= 1.5 & HRI >= 64.5 & (HRI < 119.5) & (BMI < 2.5) & HTN >= 0.5
-0.0880766958,(HRI < 63) & (DBP < 2.5) & (HRI < 64.5) & (HRI < 119.5) & (BMI < 2.5) & HTN >= 0.5
-0.0139340013,HRI >= 63 & (DBP < 2.5) & (HRI < 64.5) & (HRI < 119.5) & (BMI < 2.5) & HTN >= 0.5
-0.034057714,(BMI < 1.5) & (SBP < 1.5) & HRI >= 64.5 & (HRI < 119.5) & (BMI < 2.5) & HTN >= 0.5
-0.110557511,BMI >= 1.5 & (SBP < 1.5) & HRI >= 64.5 & (HRI < 119.5) & (BMI < 2.5) & HTN >= 0.5
-0.155496597,(AGE < 7.5) & (SOB < 0.5) & (AGE < 8.5)
-0.129823014,AGE >= 7.5 & (SOB < 0.5) & (AGE < 8.5)
0.107080273,(SOB >= 0.5) & (BMI >= 10.000001) & AGE >= 8.5
-0.148590952,HTN < 0.5 & (AGE < 6.5) & SOB >= 0.5 & (AGE < 8.5)
-0.0976328626,(HTN >= 0.5) & (AGE < 6.5) & SOB >= 0.5 & (AGE < 8.5)
0.0744851157,BMI < 1.5 & (SOB >= 0.5) & BMI < 10.000001 & AGE >= 8.5
-0.114001952,SBP >= 1.5 & (SEX < 0.5) & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
-0.107600622,SBP < 4.5 & (SEX < 0.5) & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
0.0431650169,SEX >= 0.5 & HTN < 0.5 & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
-0.0650033206,(AGE < 7.5) & (SBP < 1.5) & (SEX < 0.5) & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
0.0902067646,AGE >= 7.5 & (SBP < 1.5) & (SEX < 0.5) & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
-0.0681977868,(AGE < 7.5) & BMI < 4.5 & SEX >= 0.5 & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
-0.00267754355,AGE >= 7.5 & BMI < 4.5 & SEX >= 0.5 & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
0.102728643,(SBP < 3.5) & (BMI >= 4.5) & SEX >= 0.5 & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
0.0244087186,SBP >= 3.5 & (BMI >= 4.5) & SEX >= 0.5 & AGE >= 6.5 & SOB >= 0.5 & (AGE < 8.5)
-0.0689124987,HTN < 0.5 & (SBP >= 4.5) & (SEX < 0.5) & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
0.0191055685,(HTN >= 0.5) & (SBP >= 4.5) & (SEX < 0.5) & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
-0.0745713562,BMI < 2.5 & HTN < 0.5 & SEX >= 0.5 & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
-0.0184389204,(BMI >= 2.5) & HTN < 0.5 & SEX >= 0.5 & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
-0.0634878799,SBP < 1.5 & (HTN >= 0.5) & SEX >= 0.5 & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
0.0339356512,(SBP >= 1.5) & (HTN >= 0.5) & SEX >= 0.5 & SOB < 0.5 & BMI < 10.000001 & AGE >= 8.5
0.0354783013,SBP < 2.5 & BMI < 2.5 & (BMI >= 1.5) & (SOB >= 0.5) & BMI < 10.000001 & AGE >= 8.5
-0.0793977454,(SBP >= 2.5) & BMI < 2.5 & (BMI >= 1.5) & (SOB >= 0.5) & BMI < 10.000001 & AGE >= 8.5
-0.0246817078,(SEX < 0.5) & (BMI >= 2.5) & (BMI >= 1.5) & (SOB >= 0.5) & BMI < 10.000001 & AGE >= 8.5
0.067789048,SEX >= 0.5 & (BMI >= 2.5) & (BMI >= 1.5) & (SOB >= 0.5) & BMI < 10.000001 & AGE >= 8.5
-0.00293819327,(SBP < 1.5) & (SEX < 0.5) & HTN < 0.5 & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
-0.0808757171,SBP >= 1.5 & (SEX < 0.5) & HTN < 0.5 & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
-0.0189826991,SBP < 1.5 & (SBP < 2.5) & (HTN >= 0.5) & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
0.00556187518,(SBP >= 1.5) & (SBP < 2.5) & (HTN >= 0.5) & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
0.0896040127,(SEX < 0.5) & SBP >= 2.5 & (HTN >= 0.5) & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
-0.00354394759,SEX >= 0.5 & SBP >= 2.5 & (HTN >= 0.5) & SOB < 0.5 & (BMI >= 10.000001) & AGE >= 8.5
-0.146221012,(HTN < 0.5) & (DEMEN < 0.5) & (SOB < 0.5)
0.0559280626,HRI >= 110.5 & DEMEN >= 0.5 & (SOB < 0.5)
0.0218953844,BMI < 3.5 & DEMEN >= 0.5 & SOB >= 0.5
0.0922659785,(BMI >= 3.5) & DEMEN >= 0.5 & SOB >= 0.5
-0.140015513,BMI >= 2.5 & HTN >= 0.5 & (DEMEN < 0.5) & (SOB < 0.5)
-0.105837815,DBP >= 3.5 & (HRI >= 116.5) & (DEMEN < 0.5) & SOB >= 0.5
-0.141307399,HRI < 73.5 & BMI >= 1.5 & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
0.0132396165,DBP >= 1.5 & (DBP < 3.5) & (HRI >= 116.5) & (DEMEN < 0.5) & SOB >= 0.5
-0.0397815928,(HRI < 49.5) & (HRI < 115.5) & (BMI < 2.5) & HTN >= 0.5 & (DEMEN < 0.5) & (SOB < 0.5)
-0.118642643,HRI >= 49.5 & (HRI < 115.5) & (BMI < 2.5) & HTN >= 0.5 & (DEMEN < 0.5) & (SOB < 0.5)
-0.0630587563,(BMI < 1.5) & HRI >= 115.5 & (BMI < 2.5) & HTN >= 0.5 & (DEMEN < 0.5) & (SOB < 0.5)
-0.00994865131,BMI >= 1.5 & HRI >= 115.5 & (BMI < 2.5) & HTN >= 0.5 & (DEMEN < 0.5) & (SOB < 0.5)
0.100250565,HTN < 0.5 & DBP < 1.5 & (BMI < 1.5) & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
-0.0215793159,(HTN >= 0.5) & DBP < 1.5 & (BMI < 1.5) & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
-0.132304549,HTN < 0.5 & (DBP >= 1.5) & (BMI < 1.5) & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
-0.0101445094,(HTN >= 0.5) & (DBP >= 1.5) & (BMI < 1.5) & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
0.0732718408,HRI < 77.5 & (HRI >= 73.5) & BMI >= 1.5 & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
-0.0886722878,(HRI >= 77.5) & (HRI >= 73.5) & BMI >= 1.5 & (HRI < 110.5) & DEMEN >= 0.5 & (SOB < 0.5)
-0.138079032,DBP < 3.5 & BMI < 3.5 & HTN < 0.5 & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
-0.0598070882,(DBP >= 3.5) & BMI < 3.5 & HTN < 0.5 & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
-0.0977587327,HRI < 104.5 & (BMI >= 3.5) & HTN < 0.5 & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
0.0225294903,(HRI >= 104.5) & (BMI >= 3.5) & HTN < 0.5 & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
-0.0424731188,HRI < 77.5 & BMI < 3.5 & (HTN >= 0.5) & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
-0.0840539783,(HRI >= 77.5) & BMI < 3.5 & (HTN >= 0.5) & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
-0.0560612269,HRI < 88.5 & (BMI >= 3.5) & (HTN >= 0.5) & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
-0.0104587711,(HRI >= 88.5) & (BMI >= 3.5) & (HTN >= 0.5) & HRI < 116.5 & (DEMEN < 0.5) & SOB >= 0.5
0.0359160267,HRI < 122.5 & (DBP < 1.5) & (DBP < 3.5) & (HRI >= 116.5) & (DEMEN < 0.5) & SOB >= 0.5
0.124162577,(HRI >= 122.5) & (DBP < 1.5) & (DBP < 3.5) & (HRI >= 116.5) & (DEMEN < 0.5) & SOB >= 0.5
-0.140866682,TEMPI < 79.1999969 & (SOB < 0.5) & (AGE < 7.5)
0.0700486079,(HRI >= 128.5) & SOB >= 0.5 & (AGE < 7.5)
-0.0973264426,(AGE < 6.5) & (TEMPI >= 79.1999969) & (SOB < 0.5) & (AGE < 7.5)
0.0340119116,AGE >= 6.5 & (TEMPI >= 79.1999969) & (SOB < 0.5) & (AGE < 7.5)
0.0604571998,(HRI >= 130.5) & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
0.0634230301,TEMPI < 38.3499985 & (TEMPI >= 38.1500015) & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.11974185,(TEMPI < 38.4000015) & HRI < 130.5 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.125961646,(HRI < 70.5) & BMI < 10.000001 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0217653494,HRI < 70.5 & (TEMPI >= 37.25) & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
0.158061579,(TEMPI < 37) & (HRI < 111) & (HRI >= 98.5) & (SOB >= 0.5) & AGE >= 7.5
-0.027735522,TEMPI < 37.0499992 & HRI >= 111 & (HRI >= 98.5) & (SOB >= 0.5) & AGE >= 7.5
-0.0318487994,HRI < 63.5 & (AGE < 6.5) & TEMPI < 38.1500015 & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.137274191,(HRI >= 63.5) & (AGE < 6.5) & TEMPI < 38.1500015 & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.107577182,(BMI < 3.5) & AGE >= 6.5 & TEMPI < 38.1500015 & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.0259415414,BMI >= 3.5 & AGE >= 6.5 & TEMPI < 38.1500015 & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.100135021,TEMPI < 38.6500015 & (TEMPI >= 38.3499985) & (TEMPI >= 38.1500015) & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.0126373172,(TEMPI >= 38.6500015) & (TEMPI >= 38.3499985) & (TEMPI >= 38.1500015) & HRI < 128.5 & SOB >= 0.5 & (AGE < 7.5)
-0.0899897814,HRI < 99 & TEMPI >= 38.4000015 & HRI < 130.5 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
0.0559746101,(HRI >= 99) & TEMPI >= 38.4000015 & HRI < 130.5 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
0.0894484743,TEMPI < 36.1500015 & HRI >= 70.5 & BMI < 10.000001 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0596556738,(TEMPI >= 36.1500015) & HRI >= 70.5 & BMI < 10.000001 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.00915335398,HRI < 65.5 & TEMPI < 36.9500008 & (BMI >= 10.000001) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0443201475,(HRI >= 65.5) & TEMPI < 36.9500008 & (BMI >= 10.000001) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0507032648,HTN < 0.5 & (TEMPI >= 36.9500008) & (BMI >= 10.000001) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.13791503,(HTN >= 0.5) & (TEMPI >= 36.9500008) & (BMI >= 10.000001) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.0291473307,(BMI < 1.5) & HRI < 79.5 & TEMPI < 37.25 & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
-0.04183672,BMI >= 1.5 & HRI < 79.5 & TEMPI < 37.25 & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
-0.111408249,(AGE < 8.5) & (HRI >= 79.5) & TEMPI < 37.25 & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
-0.0261176713,AGE >= 8.5 & (HRI >= 79.5) & TEMPI < 37.25 & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
0.0813654959,TEMPI < 38.1999969 & (HRI >= 70.5) & (TEMPI >= 37.25) & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
-0.0471933372,(TEMPI >= 38.1999969) & (HRI >= 70.5) & (TEMPI >= 37.25) & HRI < 98.5 & (SOB >= 0.5) & AGE >= 7.5
-0.010880894,TEMPI < 37.8499985 & TEMPI >= 37 & (HRI < 111) & (HRI >= 98.5) & (SOB >= 0.5) & AGE >= 7.5
0.0792821869,(TEMPI >= 37.8499985) & TEMPI >= 37 & (HRI < 111) & (HRI >= 98.5) & (SOB >= 0.5) & AGE >= 7.5
0.0804034099,TEMPI < 37.6999969 & (TEMPI >= 37.0499992) & HRI >= 111 & (HRI >= 98.5) & (SOB >= 0.5) & AGE >= 7.5
0.0218204763,(TEMPI >= 37.6999969) & (TEMPI >= 37.0499992) & HRI >= 111 & (HRI >= 98.5) & (SOB >= 0.5) & AGE >= 7.5
-0.135197461,TEMPI < 79.8000031 & (SOB < 0.5) & (AGE < 7.5)
-0.0901327059,(AGE < 6.5) & (TEMPI >= 79.8000031) & (SOB < 0.5) & (AGE < 7.5)
0.00864081644,AGE >= 6.5 & (TEMPI >= 79.8000031) & (SOB < 0.5) & (AGE < 7.5)
0.0754495487,(TEMPI < 36.7999992) & (HRI >= 126) & SOB >= 0.5 & (AGE < 7.5)
0.000513255538,TEMPI >= 36.7999992 & (HRI >= 126) & SOB >= 0.5 & (AGE < 7.5)
0.0505491681,(TEMPI >= 39.7000008) & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
0.0814904049,(TEMPI >= 38.0499992) & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.142495394,(HRI < 87.5) & (TEMPI >= 37.8499985) & (SOB >= 0.5) & AGE >= 7.5
-0.127159312,(AGE < 6.5) & TEMPI < 38.1500015 & HRI < 126 & SOB >= 0.5 & (AGE < 7.5)
0.0854926929,TEMPI < 38.3499985 & (TEMPI >= 38.1500015) & HRI < 126 & SOB >= 0.5 & (AGE < 7.5)
-0.0865289345,(TEMPI >= 38.3499985) & (TEMPI >= 38.1500015) & HRI < 126 & SOB >= 0.5 & (AGE < 7.5)
0.00891906954,HRI >= 118.5 & TEMPI < 39.7000008 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
0.121307634,TEMPI < 36.0499992 & HRI < 102.5 & TEMPI < 37.8499985 & (SOB >= 0.5) & AGE >= 7.5
0.0165161267,(SEX < 0.5) & (HRI >= 102.5) & TEMPI < 37.8499985 & (SOB >= 0.5) & AGE >= 7.5
0.112956941,SEX >= 0.5 & (HRI >= 102.5) & TEMPI < 37.8499985 & (SOB >= 0.5) & AGE >= 7.5
-0.0130489869,HRI < 93.5 & HRI >= 87.5 & (TEMPI >= 37.8499985) & (SOB >= 0.5) & AGE >= 7.5
-0.114382736,TEMPI < 37.1500015 & AGE >= 6.5 & TEMPI < 38.1500015 & HRI < 126 & SOB >= 0.5 & (AGE < 7.5)
-0.039044641,(TEMPI >= 37.1500015) & AGE >= 6.5 & TEMPI < 38.1500015 & HRI < 126 & SOB >= 0.5 & (AGE < 7.5)
-0.125420958,(DEMEN < 0.5) & (HRI < 118.5) & TEMPI < 39.7000008 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.0588432513,DEMEN >= 0.5 & (HRI < 118.5) & TEMPI < 39.7000008 & (AGE < 8.5) & SOB < 0.5 & AGE >= 7.5
-0.0506695919,HRI < 65.5 & (HRI < 73.5) & TEMPI < 38.0499992 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0951650366,(HRI >= 65.5) & (HRI < 73.5) & TEMPI < 38.0499992 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
0.0923477635,HRI < 75.5 & HRI >= 73.5 & TEMPI < 38.0499992 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0360510685,(HRI >= 75.5) & HRI >= 73.5 & TEMPI < 38.0499992 & AGE >= 8.5 & SOB < 0.5 & AGE >= 7.5
-0.0623625033,DEMEN < 0.5 & (TEMPI >= 36.0499992) & HRI < 102.5 & TEMPI < 37.8499985 & (SOB >= 0.5) & AGE >= 7.5
0.0383067913,(DEMEN >= 0.5) & (TEMPI >= 36.0499992) & HRI < 102.5 & TEMPI < 37.8499985 & (SOB >= 0.5) & AGE >= 7.5
0.0847511217,HRI < 111 & (HRI >= 93.5) & HRI >= 87.5 & (TEMPI >= 37.8499985) & (SOB >= 0.5) & AGE >= 7.5
0.0244478304,(HRI >= 111) & (HRI >= 93.5) & HRI >= 87.5 & (TEMPI >= 37.8499985) & (SOB >= 0.5) & AGE >= 7.5
0.0362690501,DBP < 1.5 & TEMPI >= 37.8499985 & AGE >= 8.5
0.150467351,(DBP >= 1.5) & TEMPI >= 37.8499985 & AGE >= 8.5
